品牌索引,品牌ID,车系ID,品牌名称,车系名称,汽车型号,指导价(万元),上市时间
A,117,3895,AC Schnitzer,AC Schnitzer,AC Schnitzer M3 2015款 ACS3 sport,109.00,2015.10
A,117,2097,AC Schnitzer,AC Schnitzer,AC Schnitzer X5 2015款 ACS35 35i,110.00,2015.10
A,276,4212,ALPINA,ALPINA,ALPINA B4 2016款 B4 BITURBO Coupe,109.80,2016.11
A,34,3825,阿尔法·罗密欧,阿尔法·罗密欧,Giulia 2018款 2.0T 200HP 精英 维限量,34.98,2018.08
A,34,3825,阿尔法·罗密欧,阿尔法·罗密欧,Giulia 2018款 2.0T 200HP 维限量,37.98,2018.08
A,34,3825,阿尔法·罗密欧,阿尔法·罗密欧,Giulia 2018款 2.0T 280HP 维限量,40.98,2018.08
A,34,3825,阿尔法·罗密欧,阿尔法·罗密欧,Giulia 2018款 2.0T 280HP 运动 维限量,47.98,2018.08
A,34,3825,阿尔法·罗密欧,阿尔法·罗密欧,Giulia 2017款 2.0T 200HP 精英,31.98,2017.03
A,34,3825,阿尔法·罗密欧,阿尔法·罗密欧,Giulia 2017款 2.0T 200HP,34.98,2017.03
A,34,3825,阿尔法·罗密欧,阿尔法·罗密欧,Giulia 2017款 2.0T 280HP,37.98,2017.03
A,34,3825,阿尔法·罗密欧,阿尔法·罗密欧,Giulia 2017款 2.0T 280HP 运动,44.98,2017.03
A,34,3825,阿尔法·罗密欧,阿尔法·罗密欧,Giulia 2017款 2.0T 280HP Milano限量,43.38,2017.03
A,34,3825,阿尔法·罗密欧,阿尔法·罗密欧,Giulia 2017款 2.9T 510HP 四叶草,94.98,2017.05
A,34,3825,阿尔法·罗密欧,阿尔法·罗密欧,Giulia 2019款 2.0T 280HP,37.98,2019.07
A,34,3825,阿尔法·罗密欧,阿尔法·罗密欧,Giulia 2019款 2.0T 280HP Black Package黑标限量,39.48,2019.07
A,34,3825,阿尔法·罗密欧,阿尔法·罗密欧,Giulia 2019款 2.9T 510HP 四叶草,94.98,2019.07
A,34,3825,阿尔法·罗密欧,阿尔法·罗密欧,Giulia 2019款 2.9T 510HP NRING纽博格林限量,119.98,2019.07
A,34,3825,阿尔法·罗密欧,阿尔法·罗密欧,Giulia 2019款 2.9T 510HP F1限量,125.98,2019.07
A,34,3825,阿尔法·罗密欧,阿尔法·罗密欧,Giulia 2019款 2.0T 280HP,37.98,2019.07
A,34,3825,阿尔法·罗密欧,阿尔法·罗密欧,Giulia 2019款 2.0T 280HP Black Package黑标限量,39.48,2019.07
A,34,3825,阿尔法·罗密欧,阿尔法·罗密欧,Giulia 2019款 2.9T 510HP 四叶草,94.98,2019.07
A,34,3825,阿尔法·罗密欧,阿尔法·罗密欧,Giulia 2019款 2.9T 510HP NRING纽博格林限量,119.98,2019.07
A,34,3825,阿尔法·罗密欧,阿尔法·罗密欧,Giulia 2019款 2.9T 510HP F1限量,125.98,2019.07
A,34,3825,阿尔法·罗密欧,阿尔法·罗密欧,Giulia 2019款 2.0T 280HP,37.98,2019.07
A,34,3825,阿尔法·罗密欧,阿尔法·罗密欧,Giulia 2019款 2.0T 280HP Black Package黑标限量,39.48,2019.07
A,34,3825,阿尔法·罗密欧,阿尔法·罗密欧,Giulia 2019款 2.9T 510HP 四叶草,94.98,2019.07
A,34,3825,阿尔法·罗密欧,阿尔法·罗密欧,Giulia 2019款 2.9T 510HP NRING纽博格林限量,119.98,2019.07
A,34,3825,阿尔法·罗密欧,阿尔法·罗密欧,Giulia 2019款 2.9T 510HP F1限量,125.98,2019.07
A,34,4196,阿尔法·罗密欧,阿尔法·罗密欧,Stelvio 2018款 2.9T 510HP 四叶草,96.98,2018.04
A,34,4196,阿尔法·罗密欧,阿尔法·罗密欧,Stelvio 2017款 2.0T 200HP 精英,39.98,2017.06
A,34,4196,阿尔法·罗密欧,阿尔法·罗密欧,Stelvio 2017款 2.0T 200HP,42.68,2017.06
A,34,4196,阿尔法·罗密欧,阿尔法·罗密欧,Stelvio 2017款 2.0T 280HP,45.68,2017.06
A,34,4196,阿尔法·罗密欧,阿尔法·罗密欧,Stelvio 2019款 2.0T 280HP,45.68,2019.07
A,34,4196,阿尔法·罗密欧,阿尔法·罗密欧,Stelvio 2019款 2.0T 280HP Black Package黑标限量,47.18,2019.07
A,34,4196,阿尔法·罗密欧,阿尔法·罗密欧,Stelvio 2019款 2.9T 510HP 四叶草,96.98,2019.07
A,34,4196,阿尔法·罗密欧,阿尔法·罗密欧,Stelvio 2019款 2.9T 510HP NRING纽博格林限量,121.98,2019.07
A,34,4196,阿尔法·罗密欧,阿尔法·罗密欧,Stelvio 2019款 2.9T 510HP F1限量,127.98,2019.07
A,34,179,阿尔法·罗密欧,阿尔法·罗密欧,ALFA 156 2004款 2.0 AT,35.00,121
A,34,401,阿尔法·罗密欧,阿尔法·罗密欧,ALFA GT 2004款 3.2,40.00,184
A,35,923,阿斯顿·马丁,阿斯顿·马丁,-,暂无报价,-
A,35,923,阿斯顿·马丁,阿斯顿·马丁,Rapide 2017款 6.0L S,279.80,2017.01
A,35,923,阿斯顿·马丁,阿斯顿·马丁,Rapide 2016款 6.0L S,286.80,2016.01
A,35,923,阿斯顿·马丁,阿斯顿·马丁,Rapide 2016款 6.0L Rapide Great Britain Edition,318.80,2016.04
A,35,923,阿斯顿·马丁,阿斯顿·马丁,Rapide 2016款 6.0L Rapide CE,298.80,2016.04
A,35,923,阿斯顿·马丁,阿斯顿·马丁,Rapide 2015款 6.0L S,364.50,2015.07
A,35,923,阿斯顿·马丁,阿斯顿·马丁,Rapide 2014款 6.0L S 百年纪念,428.00,2013.11
A,35,923,阿斯顿·马丁,阿斯顿·马丁,Rapide 2013款 6.0L S,358.88,2013.08
A,35,923,阿斯顿·马丁,阿斯顿·马丁,Rapide 2010款 6.0L,368.80,2010.01
A,35,822,阿斯顿·马丁,阿斯顿·马丁,V12 Vantage 2016款 6.0L S Coupe,289.80,2016.01
A,35,822,阿斯顿·马丁,阿斯顿·马丁,V12 Vantage 2016款 6.0L S Roadster,309.80,2016.01
A,35,822,阿斯顿·马丁,阿斯顿·马丁,V12 Vantage 2015款 6.0L S,288.00,2015.04
A,35,822,阿斯顿·马丁,阿斯顿·马丁,V12 Vantage 2014款 6.0L S,346.88,2013.06
A,35,822,阿斯顿·马丁,阿斯顿·马丁,V12 Vantage 2012款 6.0L Roadster,389.38,2012.07
A,35,822,阿斯顿·马丁,阿斯顿·马丁,V12 Vantage 2009款 6.0L Manual Coupe,329.00,2009.06
A,35,385,阿斯顿·马丁,阿斯顿·马丁,V8 Vantage 2017款 4.7L S 不列颠限量硬顶,208.80,2017.06
A,35,385,阿斯顿·马丁,阿斯顿·马丁,V8 Vantage 2017款 4.7L S 不列颠限量敞篷,218.80,2017.06
A,35,385,阿斯顿·马丁,阿斯顿·马丁,V8 Vantage 2016款 4.7L Coupe Edition 5,218.80,2016.08
A,35,385,阿斯顿·马丁,阿斯顿·马丁,V8 Vantage 2016款 4.7L Roadster,218.80,2016.01
A,35,385,阿斯顿·马丁,阿斯顿·马丁,V8 Vantage 2016款 4.7L Coupe,198.80,2016.01
A,35,385,阿斯顿·马丁,阿斯顿·马丁,V8 Vantage 2015款 4.7L Coupe,198.80,2015.04
A,35,385,阿斯顿·马丁,阿斯顿·马丁,V8 Vantage 2015款 4.7L Roadster,218.80,2016.01
A,35,385,阿斯顿·马丁,阿斯顿·马丁,V8 Vantage 2018款 4.0T V8,181.80,2017.11
A,35,385,阿斯顿·马丁,阿斯顿·马丁,V8 Vantage 2012款 4.7L S Coupe,289.80,2011.01
A,35,385,阿斯顿·马丁,阿斯顿·马丁,V8 Vantage 2012款 4.7L S Roadster,318.00,2011.03
A,35,385,阿斯顿·马丁,阿斯顿·马丁,V8 Vantage 2011款 4.7L Sportshift Roadster,249.00,2011.04
A,35,385,阿斯顿·马丁,阿斯顿·马丁,V8 Vantage 2011款 4.7L Sportshift Coupe,239.00,2010.12
A,35,385,阿斯顿·马丁,阿斯顿·马丁,V8 Vantage 2008款 4.7 Sportshift Roadster,245.00,2011.01
A,35,385,阿斯顿·马丁,阿斯顿·马丁,V8 Vantage 2007款 4.3 Manual Coupe,222.90,2010.11
A,35,385,阿斯顿·马丁,阿斯顿·马丁,V8 Vantage 2007款 4.3 Sportshift Coupe,226.90,2010.11
A,35,385,阿斯顿·马丁,阿斯顿·马丁,V8 Vantage 2007款 4.3 Manual Roadster,238.90,2010.11
A,35,385,阿斯顿·马丁,阿斯顿·马丁,V8 Vantage 2007款 4.3 Sportshift Roadster,243.90,2010.11
A,35,385,阿斯顿·马丁,阿斯顿·马丁,V8 Vantage 2018款 4.0T V8,181.80,2017.11
A,35,386,阿斯顿·马丁,阿斯顿·马丁,Vanquish 2015款 6.0L Coupe,498.80,2016.01
A,35,386,阿斯顿·马丁,阿斯顿·马丁,Vanquish 2015款 6.0L Volante,537.20,2016.01
A,35,386,阿斯顿·马丁,阿斯顿·马丁,Vanquish 2014款 6.0L 百年纪念,628.00,2013.11
A,35,386,阿斯顿·马丁,阿斯顿·马丁,Vanquish 2013款 6.0L 标准型,526.88,2012.11
A,35,386,阿斯顿·马丁,阿斯顿·马丁,Vanquish 2004款 6.0L Coupe,193.00,335
A,35,386,阿斯顿·马丁,阿斯顿·马丁,Vanquish 2017款 6.0L S Coupe,399.80,2017.07
A,35,386,阿斯顿·马丁,阿斯顿·马丁,Vanquish 2017款 6.0L S Volante,409.80,2017.07
A,35,386,阿斯顿·马丁,阿斯顿·马丁,Vanquish 2017款 6.0L S Coupe,399.80,2017.07
A,35,386,阿斯顿·马丁,阿斯顿·马丁,Vanquish 2017款 6.0L S Volante,409.80,2017.07
A,35,2275,阿斯顿·马丁,阿斯顿·马丁,Virage 2012款 6.0 Coupe,430.00,2011.02
A,35,2275,阿斯顿·马丁,阿斯顿·马丁,Virage 2012款 6.0 Volante,456.00,2011.02
A,35,3891,阿斯顿·马丁,阿斯顿·马丁,·DB11 2017款 4.0T V8,236.80,2017.07
A,35,3891,阿斯顿·马丁,阿斯顿·马丁,·DB11 2017款 5.2T V12,298.80,2017.07
A,35,3891,阿斯顿·马丁,阿斯顿·马丁,·DB11 2016款 5.2T 首发,325.90,2016.08
A,35,3891,阿斯顿·马丁,阿斯顿·马丁,·DB11 2016款 5.2T 设计师定制,328.80,2016.08
A,35,3891,阿斯顿·马丁,阿斯顿·马丁,·DB11 2019款 4.0T V8 Coupe,220.80,2017.10
A,35,3891,阿斯顿·马丁,阿斯顿·马丁,·DB11 2019款 4.0T V8 Volante,230.80,2017.10
A,35,3891,阿斯顿·马丁,阿斯顿·马丁,·DB11 2019款 5.2T V12 Coupe,279.80,2017.10
A,35,266,阿斯顿·马丁,阿斯顿·马丁,·DB9 2016款 6.0L GT邦德限量,388.80,2015.11
A,35,266,阿斯顿·马丁,阿斯顿·马丁,·DB9 2015款 6.0L Coupe,341.80,2016.01
A,35,266,阿斯顿·马丁,阿斯顿·马丁,·DB9 2015款 6.0L Volante,373.80,2016.01
A,35,266,阿斯顿·马丁,阿斯顿·马丁,·DB9 2014款 6.0L Carbon Black Coupe,358.88,2014.07
A,35,266,阿斯顿·马丁,阿斯顿·马丁,·DB9 2014款 6.0L Carbon White Coupe,358.88,2014.07
A,35,266,阿斯顿·马丁,阿斯顿·马丁,·DB9 2014款 6.0L Coupe百年纪念,418.00,2013.11
A,35,266,阿斯顿·马丁,阿斯顿·马丁,·DB9 2014款 6.0L Volante百年纪念,438.00,2014.02
A,35,266,阿斯顿·马丁,阿斯顿·马丁,·DB9 2013款 6.0L Coupe,338.88,2013.01
A,35,266,阿斯顿·马丁,阿斯顿·马丁,·DB9 2011款 6.0L Touchtronic Coupe,339.00,2010.06
A,35,266,阿斯顿·马丁,阿斯顿·马丁,·DB9 2011款 6.0L Touchtronic Volante,345.00,2010.06
A,35,266,阿斯顿·马丁,阿斯顿·马丁,·DB9 2007款 6.0L Manual Coupe,319.90,-
A,35,266,阿斯顿·马丁,阿斯顿·马丁,·DB9 2007款 6.0L Touchtronic Coupe,325.90,2007.07
A,35,266,阿斯顿·马丁,阿斯顿·马丁,·DB9 2007款 6.0L Manual Volante,339.90,-
A,35,266,阿斯顿·马丁,阿斯顿·马丁,·DB9 2007款 6.0L Touchtronic Volante,349.90,-
A,35,266,阿斯顿·马丁,阿斯顿·马丁,·DB9 2004款 6.0L,143.00,335
A,35,266,阿斯顿·马丁,阿斯顿·马丁,·DB9 2004款 6.0L Coupe,154.00,335
A,35,582,阿斯顿·马丁,阿斯顿·马丁,·DBS 2019款 DBS Superleggera,366.80,2018.06
A,35,582,阿斯顿·马丁,阿斯顿·马丁,·DBS 2019款 DBS Superleggera Volante,376.80,2019.04
A,35,582,阿斯顿·马丁,阿斯顿·马丁,·DBS 2019款 DBS Superleggera,366.80,2018.06
A,35,582,阿斯顿·马丁,阿斯顿·马丁,·DBS 2019款 DBS Superleggera Volante,376.80,2019.04
A,35,582,阿斯顿·马丁,阿斯顿·马丁,·DBS 2019款 DBS Superleggera,366.80,2018.06
A,35,582,阿斯顿·马丁,阿斯顿·马丁,·DBS 2019款 DBS Superleggera Volante,376.80,2019.04
A,35,582,阿斯顿·马丁,阿斯顿·马丁,·DBS 2009款 6.0 Touchtronic Volante,489.90,2009.06
A,35,582,阿斯顿·马丁,阿斯顿·马丁,·DBS 2009款 6.0 Manual Volante,479.90,2009.06
A,35,582,阿斯顿·马丁,阿斯顿·马丁,·DBS 2009款 6.0 Touchtronic Coupe,459.90,2009.06
A,35,582,阿斯顿·马丁,阿斯顿·马丁,·DBS 2007款 6.0 Manual Coupe,449.90,380
A,35,582,阿斯顿·马丁,阿斯顿·马丁,·DBS 2019款 DBS Superleggera,366.80,2018.06
A,35,582,阿斯顿·马丁,阿斯顿·马丁,·DBS 2019款 DBS Superleggera Volante,376.80,2019.04
A,35,2846,阿斯顿·马丁,阿斯顿·马丁,V12 Zagato 2012款 6.0L Zagato,1200.00,2013.02
A,35,884,阿斯顿·马丁,阿斯顿·马丁,2015款 6.0L 标准型,810.00,2015.07
A,327,4769,爱驰,爱驰汽车,爱驰U5 2019款 U5 基础,19.79,0.45
A,327,4769,爱驰,爱驰汽车,爱驰U5 2019款 U5 ING+,24.79,0.45
A,327,4769,爱驰,爱驰汽车,爱驰U5 2019款 U5 PRO,27.79,0.45
A,327,4769,爱驰,爱驰汽车,爱驰U5 2019款 U5 PRO+,30.21,-
A,221,2745,安凯客车,安凯客车,2014款 3.0T VIPNGD3.0-C3HA,暂无报,-
A,221,2745,安凯客车,安凯客车,2010款 2.2L高级HFC4GA2-1B,暂无报,-
A,221,2745,安凯客车,安凯客车,2010款 3.0T高级NGD3.0-C3HA,暂无报,-
A,33,3170,奥迪,一汽-大众奥迪,A3 2018款 30周年年型 Sportback 35 TFSI 进取型,19.05,2017.10
A,33,3170,奥迪,一汽-大众奥迪,A3 2018款 30周年年型 Sportback 35 TFSI 时型,21.38,2017.10
A,33,3170,奥迪,一汽-大众奥迪,A3 2018款 30周年年型 Sportback 35 TFSI 风型,23.37,2017.10
A,33,3170,奥迪,一汽-大众奥迪,A3 2018款 30周年年型 Sportback 35 TFSI 运动型,23.37,2017.10
A,33,3170,奥迪,一汽-大众奥迪,A3 2018款 30周年年型 Sportback 40 TFSI 风型,25.07,2017.10
A,33,3170,奥迪,一汽-大众奥迪,A3 2018款 30周年年型 Sportback 40 TFSI 运动型,25.07,2017.10
A,33,3170,奥迪,一汽-大众奥迪,A3 2018款 30周年年型 Limousine 35 TFSI 进取型,19.65,2017.10
A,33,3170,奥迪,一汽-大众奥迪,A3 2018款 30周年年型 Limousine 35 TFSI 时型,21.98,2017.10
A,33,3170,奥迪,一汽-大众奥迪,A3 2018款 30周年年型 Limousine 35 TFSI 风型,23.97,2017.10
A,33,3170,奥迪,一汽-大众奥迪,A3 2018款 30周年年型 Limousine 35 TFSI 运动型,23.97,2017.10
A,33,3170,奥迪,一汽-大众奥迪,A3 2018款 30周年年型 Limousine 40 TFSI 风型,25.62,2017.10
A,33,3170,奥迪,一汽-大众奥迪,A3 2018款 30周年年型 Limousine 40 TFSI 运动型,25.62,2017.10
A,33,3170,奥迪,一汽-大众奥迪,A3 2017款 Sportback 35 TFSI 进取型,18.80,2017.04
A,33,3170,奥迪,一汽-大众奥迪,A3 2017款 Sportback 35 TFSI 时型,21.26,2017.04
A,33,3170,奥迪,一汽-大众奥迪,A3 2017款 Sportback 35 TFSI 风型,23.25,2017.04
A,33,3170,奥迪,一汽-大众奥迪,A3 2017款 Sportback 35 TFSI 运动型,23.25,2017.04
A,33,3170,奥迪,一汽-大众奥迪,A3 2017款 Sportback 40 TFSI 风型,24.95,2017.04
A,33,3170,奥迪,一汽-大众奥迪,A3 2017款 Sportback 40 TFSI 运动型,24.95,2017.04
A,33,3170,奥迪,一汽-大众奥迪,A3 2017款 Limousine 35 TFSI 进取型,19.40,2017.04
A,33,3170,奥迪,一汽-大众奥迪,A3 2017款 Limousine 35 TFSI 时型,21.86,2017.04
A,33,3170,奥迪,一汽-大众奥迪,A3 2017款 Limousine 35 TFSI 风型,23.85,2017.04
A,33,3170,奥迪,一汽-大众奥迪,A3 2017款 Limousine 35 TFSI 运动型,23.85,2017.04
A,33,3170,奥迪,一汽-大众奥迪,A3 2017款 Limousine 40 TFSI 风型,25.50,2017.04
A,33,3170,奥迪,一汽-大众奥迪,A3 2017款 Limousine 40 TFSI 运动型,25.50,2017.04
A,33,3170,奥迪,一汽-大众奥迪,A3 2016款 Sportback 35 TFSI 进取型,18.49,2016.04
A,33,3170,奥迪,一汽-大众奥迪,A3 2016款 Sportback 35 TFSI 领英型,20.92,2016.04
A,33,3170,奥迪,一汽-大众奥迪,A3 2016款 Sportback 35 TFSI 型,22.59,2016.04
A,33,3170,奥迪,一汽-大众奥迪,A3 2016款 Sportback 35 TFSI 特别,23.88,2016.07
A,33,3170,奥迪,一汽-大众奥迪,A3 2016款 Sportback 40 TFSI 型,24.99,2016.04
A,33,3170,奥迪,一汽-大众奥迪,A3 2016款 Sportback 40 TFSI 型,27.70,2016.04
A,33,3170,奥迪,一汽-大众奥迪,A3 2016款 Limousine 35 TFSI 进取型,19.09,2016.04
A,33,3170,奥迪,一汽-大众奥迪,A3 2016款 Limousine 35 TFSI 领英型,21.52,2016.04
A,33,3170,奥迪,一汽-大众奥迪,A3 2016款 Limousine 35 TFSI 型,23.19,2016.04
A,33,3170,奥迪,一汽-大众奥迪,A3 2016款 Limousine 35 TFSI 特别,24.28,2016.07
A,33,3170,奥迪,一汽-大众奥迪,A3 2016款 Limousine 40 TFSI 型,25.39,2016.04
A,33,3170,奥迪,一汽-大众奥迪,A3 2016款 Limousine 40 TFSI 型,28.10,2016.04
A,33,3170,奥迪,一汽-大众奥迪,A3 2015款 Limousine 35 TFSI 手动进取型,19.09,2015.01
A,33,3170,奥迪,一汽-大众奥迪,A3 2015款 Limousine 35 TFSI 百纪念智领型,23.39,2015.05
A,33,3170,奥迪,一汽-大众奥迪,A3 2015款 Limousine 35 TFSI 百纪念享型,24.58,2015.05
A,33,3170,奥迪,一汽-大众奥迪,A3 2015款 Limousine 35 TFSI 百纪念乐享型,28.17,2015.05
A,33,3170,奥迪,一汽-大众奥迪,A3 2015款 Limousine 40 TFSI 自动型,26.96,2015.01
A,33,3170,奥迪,一汽-大众奥迪,A3 2015款 Limousine 40 TFSI 自动型,29.67,2015.01
A,33,3170,奥迪,一汽-大众奥迪,A3 2015款 Sportback 35 TFSI 百纪念智领型,22.79,2015.05
A,33,3170,奥迪,一汽-大众奥迪,A3 2015款 Sportback 35 TFSI 手动进取型,18.49,2015.01
A,33,3170,奥迪,一汽-大众奥迪,A3 2015款 Sportback 35 TFSI 百纪念享型,23.98,2015.05
A,33,3170,奥迪,一汽-大众奥迪,A3 2015款 Sportback 35 TFSI 百纪念乐享型,27.57,2015.05
A,33,3170,奥迪,一汽-大众奥迪,A3 2015款 Sportback 40 TFSI 自动型,26.56,2015.01
A,33,3170,奥迪,一汽-大众奥迪,A3 2015款 Sportback 40 TFSI 自动型,29.27,2015.01
A,33,3170,奥迪,一汽-大众奥迪,A3 2014款 Sportback 35 TFSI 自动进取型,19.99,2014.03
A,33,3170,奥迪,一汽-大众奥迪,A3 2014款 Sportback 35 TFSI 自动时型,21.89,2014.03
A,33,3170,奥迪,一汽-大众奥迪,A3 2014款 Sportback 35 TFSI 自动型,24.88,2014.03
A,33,3170,奥迪,一汽-大众奥迪,A3 2014款 Limousine 35 TFSI 自动进取型,20.59,2014.09
A,33,3170,奥迪,一汽-大众奥迪,A3 2014款 Sportback 35 TFSI 自动型,28.67,2014.03
A,33,3170,奥迪,一汽-大众奥迪,A3 2014款 Limousine 35 TFSI 自动时型,22.49,2014.09
A,33,3170,奥迪,一汽-大众奥迪,A3 2014款 Limousine 35 TFSI 自动型,25.48,2014.09
A,33,3170,奥迪,一汽-大众奥迪,A3 2014款 Limousine 35 TFSI 自动型,29.27,2014.09
A,33,3170,奥迪,一汽-大众奥迪,A3 2019款 Sportback 35 TFSI 进取型 国V,18.86,2018.10
A,33,3170,奥迪,一汽-大众奥迪,A3 2019款 Sportback 35 TFSI 进取型 国VI,18.86,2018.10
A,33,3170,奥迪,一汽-大众奥迪,A3 2019款 Sportback 35 TFSI 时型 国V,21.28,2018.10
A,33,3170,奥迪,一汽-大众奥迪,A3 2019款 Sportback 35 TFSI 时型 国VI,21.28,2018.10
A,33,3170,奥迪,一汽-大众奥迪,A3 2019款 Sportback 35 TFSI 风型 国V,22.67,2018.10
A,33,3170,奥迪,一汽-大众奥迪,A3 2019款 Sportback 35 TFSI 风型 国VI,22.67,2018.10
A,33,3170,奥迪,一汽-大众奥迪,A3 2019款 Sportback 35 TFSI 运动型 国V,22.67,2018.10
A,33,3170,奥迪,一汽-大众奥迪,A3 2019款 Sportback 35 TFSI 运动型 国VI,22.67,2018.10
A,33,3170,奥迪,一汽-大众奥迪,A3 2019款 Sportback 40 TFSI 风型 国V,24.55,2018.10
A,33,3170,奥迪,一汽-大众奥迪,A3 2019款 Sportback 40 TFSI 风型 国VI,24.55,2018.10
A,33,3170,奥迪,一汽-大众奥迪,A3 2019款 Sportback 40 TFSI 运动型 国V,24.55,2018.10
A,33,3170,奥迪,一汽-大众奥迪,A3 2019款 Sportback 40 TFSI 运动型 国VI,24.55,2018.10
A,33,3170,奥迪,一汽-大众奥迪,A3 2019款 Limousine 35 TFSI 进取型 国V,19.46,2018.10
A,33,3170,奥迪,一汽-大众奥迪,A3 2019款 Limousine 35 TFSI 进取型 国VI,19.46,2018.10
A,33,3170,奥迪,一汽-大众奥迪,A3 2019款 Limousine 35 TFSI 时型 国V,21.88,2018.10
A,33,3170,奥迪,一汽-大众奥迪,A3 2019款 Limousine 35 TFSI 时型 国VI,21.88,2018.10
A,33,3170,奥迪,一汽-大众奥迪,A3 2019款 Limousine 35 TFSI 风型 国V,23.27,2018.10
A,33,3170,奥迪,一汽-大众奥迪,A3 2019款 Limousine 35 TFSI 风型 国VI,23.27,2018.10
A,33,3170,奥迪,一汽-大众奥迪,A3 2019款 Limousine 35 TFSI 运动型 国V,23.27,2018.10
A,33,3170,奥迪,一汽-大众奥迪,A3 2019款 Limousine 35 TFSI 运动型 国VI,23.27,2018.10
A,33,3170,奥迪,一汽-大众奥迪,A3 2019款 Limousine 40 TFSI 风型 国V,25.09,2018.10
A,33,3170,奥迪,一汽-大众奥迪,A3 2019款 Limousine 40 TFSI 风型 国VI,25.09,2018.10
A,33,3170,奥迪,一汽-大众奥迪,A3 2019款 Limousine 40 TFSI 运动型 国V,25.09,2018.10
A,33,3170,奥迪,一汽-大众奥迪,A3 2019款 Limousine 40 TFSI 运动型 国VI,25.09,2018.10
A,33,692,奥迪,一汽-大众奥迪,A4L 2018款 30周年年型 30 TFSI 进取型,29.00,2017.10
A,33,692,奥迪,一汽-大众奥迪,A4L 2018款 30周年年型 40 TFSI 进取型,30.70,2017.10
A,33,692,奥迪,一汽-大众奥迪,A4L 2018款 30周年年型 40 TFSI 时型,34.29,2017.10
A,33,692,奥迪,一汽-大众奥迪,A4L 2018款 30周年年型 40 TFSI 运动型,36.70,2017.10
A,33,692,奥迪,一汽-大众奥迪,A4L 2018款 30周年年型 45 TFSI quattro 个性运动,36.70,2017.10
A,33,692,奥迪,一汽-大众奥迪,A4L 2018款 30周年年型 45 TFSI quattro 运动型,40.70,2017.10
A,33,692,奥迪,一汽-大众奥迪,A4L 2017款 40 TFSI 进取型,29.98,2016.09
A,33,692,奥迪,一汽-大众奥迪,A4L 2017款 40 TFSI 时型,33.98,2016.09
A,33,692,奥迪,一汽-大众奥迪,A4L 2017款 40 TFSI 风型,36.88,2016.09
A,33,692,奥迪,一汽-大众奥迪,A4L 2017款 40 TFSI 运动型,37.28,2016.09
A,33,692,奥迪,一汽-大众奥迪,A4L 2017款 45 TFSI quattro 风型,40.88,2016.09
A,33,692,奥迪,一汽-大众奥迪,A4L 2017款 45 TFSI quattro 运动型,41.28,2016.09
A,33,692,奥迪,一汽-大众奥迪,A4L 2017款 45 TFSI quattro 特别,43.00,2016.11
A,33,692,奥迪,一汽-大众奥迪,A4L 2017款 Plus 40 TFSI 进取型,29.98,2017.03
A,33,692,奥迪,一汽-大众奥迪,A4L 2017款 Plus 40 TFSI 时型,34.57,2017.03
A,33,692,奥迪,一汽-大众奥迪,A4L 2017款 Plus 40 TFSI 风型,37.40,2017.03
A,33,692,奥迪,一汽-大众奥迪,A4L 2017款 Plus 40 TFSI 运动型,37.28,2017.03
A,33,692,奥迪,一汽-大众奥迪,A4L 2017款 Plus 45 TFSI quattro 风型,41.40,2017.03
A,33,692,奥迪,一汽-大众奥迪,A4L 2017款 Plus 45 TFSI quattro 运动型,41.28,2017.03
A,33,692,奥迪,一汽-大众奥迪,A4L 2016款 35 TFSI 自动标准型,31.28,2015.09
A,33,692,奥迪,一汽-大众奥迪,A4L 2016款 35 TFSI 自动型,33.29,2015.09
A,33,692,奥迪,一汽-大众奥迪,A4L 2016款 30 TFSI 手动型,27.28,2015.09
A,33,692,奥迪,一汽-大众奥迪,A4L 2016款 30 TFSI 自动型,29.10,2015.09
A,33,692,奥迪,一汽-大众奥迪,A4L 2016款 35 TFSI 自动运动型,34.90,2015.09
A,33,692,奥迪,一汽-大众奥迪,A4L 2016款 35 TFSI 自动技术型,37.28,2015.09
A,33,692,奥迪,一汽-大众奥迪,A4L 2016款 35 TFSI 自动型,40.20,2015.09
A,33,692,奥迪,一汽-大众奥迪,A4L 2016款 45 TFSI quattro个性运动型,36.30,2015.09
A,33,692,奥迪,一汽-大众奥迪,A4L 2016款 45 TFSI quattro运动型,46.46,2015.09
A,33,692,奥迪,一汽-大众奥迪,A4L 2016款 30 TFSI 典藏 自动型,28.99,2015.12
A,33,692,奥迪,一汽-大众奥迪,A4L 2016款 35 TFSI 典藏 自动标准型,31.28,2015.12
A,33,692,奥迪,一汽-大众奥迪,A4L 2016款 35 TFSI 典藏 S line型,33.29,2015.12
A,33,692,奥迪,一汽-大众奥迪,A4L 2016款 35 TFSI 典藏 S line型,39.39,2015.12
A,33,692,奥迪,一汽-大众奥迪,A4L 2016款 45 TFSI 典藏 quattro个性运动型,36.30,2015.12
A,33,692,奥迪,一汽-大众奥迪,A4L 2015款 35 TFSI 百纪念智领型,30.56,2015.10
A,33,692,奥迪,一汽-大众奥迪,A4L 2015款 30 TFSI 手动型,27.28,2014.06
A,33,692,奥迪,一汽-大众奥迪,A4L 2015款 30 TFSI 自动型,29.10,2014.06
A,33,692,奥迪,一汽-大众奥迪,A4L 2015款 35 TFSI 自动标准型,31.28,2014.06
A,33,692,奥迪,一汽-大众奥迪,A4L 2015款 35 TFSI 自动型,33.29,2014.06
